rank,name,scores_overall,scores_teaching,scores_research,scores_citations,scores_industry_income,scores_international_outlook,stats_number_students,stats_student_staff_ratio,stats_pc_intl_students
Reporter,Centro Universitário Cesuca,n/a,n/a,n/a,n/a,n/a,n/a,"4,123",25.5,0%
Reporter,Centurion University of Technology and Management,n/a,n/a,n/a,n/a,n/a,n/a,"8,684",16.4,4%
Reporter,Universidad César Vallejo,n/a,n/a,n/a,n/a,n/a,n/a,"153,939",70.6,2%
Reporter,CETYS Universidad,n/a,n/a,n/a,n/a,n/a,n/a,"5,424",10.2,15%
Reporter,Charisma University,n/a,n/a,n/a,n/a,n/a,n/a,816,4.2,86%
Reporter,Chernihiv Polytechnic National University,n/a,n/a,n/a,n/a,n/a,n/a,"5,229",20.3,0%
Reporter,Chettinad Academy of Research and Education,n/a,n/a,n/a,n/a,n/a,n/a,"2,687",8.9,2%
Reporter,University of Chichester,n/a,n/a,n/a,n/a,n/a,n/a,"4,505",15,8%
Reporter,Chinhoyi University of Technology,n/a,n/a,n/a,n/a,n/a,n/a,"11,073",46.5,0%
Reporter,Chitkara University,n/a,n/a,n/a,n/a,n/a,n/a,"14,565",14.4,4%
Reporter,Universidad Científica del Sur,n/a,n/a,n/a,n/a,n/a,n/a,"14,638",10.8,1%
Reporter,Cihan University – Erbil,n/a,n/a,n/a,n/a,n/a,n/a,"4,963",23.5,2%
Reporter,Cihan University Sulaimaniya,n/a,n/a,n/a,n/a,n/a,n/a,"1,328",10.5,7%
Reporter,"City University of Science and Information Technology, Peshawar",n/a,n/a,n/a,n/a,n/a,n/a,"4,300",21.7,2%
Reporter,Civil Aviation Academy,n/a,n/a,n/a,n/a,n/a,n/a,"1,840",17.5,2%
Reporter,University of Civil Protection,n/a,n/a,n/a,n/a,n/a,n/a,754,3.9,12%
Reporter,Conservatoire for Dance and Drama,n/a,n/a,n/a,n/a,n/a,n/a,"1,005",11.8,36%
Reporter,University of Constantine 3,n/a,n/a,n/a,n/a,n/a,n/a,"16,017",16.9,2%
Reporter,Courtauld Institute of Art,n/a,n/a,n/a,n/a,n/a,n/a,525,15,45%
Reporter,Cranfield University,n/a,n/a,n/a,n/a,n/a,n/a,"3,165",7.7,63%
Reporter,University for the Creative Arts,n/a,n/a,n/a,n/a,n/a,n/a,"5,605",18.1,40%
Reporter,University of Cumbria,n/a,n/a,n/a,n/a,n/a,n/a,"6,010",17.7,11%
Reporter,University of Cyberjaya,n/a,n/a,n/a,n/a,n/a,n/a,"1,891",17.3,22%
Reporter,Cyprus Health and Social Sciences University,n/a,n/a,n/a,n/a,n/a,n/a,"2,784",19.5,73%
Reporter,Daffodil International University (DIU),n/a,n/a,n/a,n/a,n/a,n/a,"17,236",22,5%
Reporter,Daneshpajoohan Pishro Higher Education Institute,n/a,n/a,n/a,n/a,n/a,n/a,"3,193",43.7,0%
Reporter,Dawood University of Engineering and Technology,n/a,n/a,n/a,n/a,n/a,n/a,"2,378",11.5,0%
Reporter,Debre Tabor University,n/a,n/a,n/a,n/a,n/a,n/a,"17,122",13.8,0%
Reporter,Delta University for Science and Technology,n/a,n/a,n/a,n/a,n/a,n/a,"8,876",16.6,0%
Reporter,"Delta State University, Abraka",n/a,n/a,n/a,n/a,n/a,n/a,"28,031",34.7,0%
Reporter,Denau Institute of Entrepreneurship and Pedagogy,n/a,n/a,n/a,n/a,n/a,n/a,"5,676",21.5,0%
Reporter,Dhaka International University,n/a,n/a,n/a,n/a,n/a,n/a,"8,174",27.8,8%
Reporter,DHA Suffa University,n/a,n/a,n/a,n/a,n/a,n/a,"2,099",21.4,0%
Reporter,Dhofar University,n/a,n/a,n/a,n/a,n/a,n/a,"3,085",17.4,7%
Reporter,University of Djilali Bounaama Khemis Miliana,n/a,n/a,n/a,n/a,n/a,n/a,"21,277",27.6,0%
Reporter,Don Bosco University,n/a,n/a,n/a,n/a,n/a,n/a,"3,168",14.9,0%
Reporter,Donetsk National University of Economics and Trade named after Mykhailo Tuhan-Baranovsky (DonNUET),n/a,n/a,n/a,n/a,n/a,n/a,722,12.4,1%
Reporter,Dovletmammet Azadi Turkmen National Institute of World Languages,n/a,n/a,n/a,n/a,n/a,n/a,"4,255",13.3,0%
Reporter,"Dr D. Y. Patil Vidyapeeth, Pune",n/a,n/a,n/a,n/a,n/a,n/a,"3,787",7.2,0%
Reporter,Dr. M.G.R. Educational and Research Institute,n/a,n/a,n/a,n/a,n/a,n/a,"26,210",15,0%
Reporter,D. Serikbayev East Kazakhstan Technical University,n/a,n/a,n/a,n/a,n/a,n/a,"4,994",14.4,3%
Reporter,University of Dubai,n/a,n/a,n/a,n/a,n/a,n/a,"1,147",21,24%
Reporter,University of Duhok,n/a,n/a,n/a,n/a,n/a,n/a,"23,989",12.8,1%
Reporter,Dulaty University,n/a,n/a,n/a,n/a,n/a,n/a,"10,346",11.6,15%
Reporter,EAE Business School,n/a,n/a,n/a,n/a,n/a,n/a,"1,667",7.2,48%
Reporter,EAN University,n/a,n/a,n/a,n/a,n/a,n/a,"11,929",22,1%
Reporter,University of Eastern Philippines,n/a,n/a,n/a,n/a,n/a,n/a,"17,337",42.4,0%
Reporter,École Nationale Polytechnique,n/a,n/a,n/a,n/a,n/a,n/a,"1,773",10.2,0%
Reporter,École Nationale Polytechnique d’Oran Maurice Audin,n/a,n/a,n/a,n/a,n/a,n/a,"2,004",12.8,0%
Reporter,École Nationale Supérieure Agronomique,n/a,n/a,n/a,n/a,n/a,n/a,"1,125",7.6,0%
Reporter,"École Nationale Supérieure Agronomique, Algiers",n/a,n/a,n/a,n/a,n/a,n/a,350,11.7,0%
Reporter,École Nationale Supérieure de Biotechnologie Taoufik Khaznadar (ENSB),n/a,n/a,n/a,n/a,n/a,n/a,"1,227",15.1,0%
Reporter,École Nationale Supérieure d’Informatique (ESI),n/a,n/a,n/a,n/a,n/a,n/a,"1,202",9.8,0%
Reporter,École Nationale Supérieure de Management Koléa,n/a,n/a,n/a,n/a,n/a,n/a,606,16.4,0%
Reporter,École Nationale Supérieure des Sciences de la Mer et de l’Aménagement du Littoral (ENSSMAL),n/a,n/a,n/a,n/a,n/a,n/a,888,12,0%
Reporter,École Nationale Supérieure Vétérinaire d’Alger,n/a,n/a,n/a,n/a,n/a,n/a,694,8.5,0%
Reporter,École National Polytechnique de Constantine,n/a,n/a,n/a,n/a,n/a,n/a,966,13.4,0%
Reporter,École Normale Supérieure de Béchar,n/a,n/a,n/a,n/a,n/a,n/a,307,6.5,0%
Reporter,École Normale Supérieure de Bouzaréah,n/a,n/a,n/a,n/a,n/a,n/a,"5,345",15.1,0%
Reporter,École Normale Supérieure El Katiba Assia Djebar Constantine (ENSC),n/a,n/a,n/a,n/a,n/a,n/a,"3,886",14.3,0%
Reporter,École Normale Supérieure de Kouba,n/a,n/a,n/a,n/a,n/a,n/a,"3,251",10.1,0%
Reporter,École Normale Supérieure de Laghouat,n/a,n/a,n/a,n/a,n/a,n/a,"2,675",17.4,0%
Reporter,École Normale Supérieure d’Oran,n/a,n/a,n/a,n/a,n/a,n/a,626,10.6,%
Reporter,École Polytechnique d’Architecture et d’Urbanisme,n/a,n/a,n/a,n/a,n/a,n/a,"1,386",10.3,0%
Reporter,École Supérieure de Comptabilité et de Finances de Constantine,n/a,n/a,n/a,n/a,n/a,n/a,786,15.1,0%
Reporter,École Supérieure en Informatique 8 Mai 1945 de Sidi-Bel-Abbès,n/a,n/a,n/a,n/a,n/a,n/a,899,17.6,0%
Reporter,École Supérieure en Sciences Appliquées de Tlemcen,n/a,n/a,n/a,n/a,n/a,n/a,801,8.8,0%
Reporter,École Supérieure en Sciences Biologiques d’Oran (ESSBO),n/a,n/a,n/a,n/a,n/a,n/a,493,14.1,0%
Reporter,École Supérieure en Sciences et Technologies de l’Informatique et du Numérique (ESTIN),n/a,n/a,n/a,n/a,n/a,n/a,520,17.3,0%
Reporter,University of Economics – Varna,n/a,n/a,n/a,n/a,n/a,n/a,"7,899",36.4,4%
Reporter,Edo State University Uzairue,n/a,n/a,n/a,n/a,n/a,n/a,"3,031",15.4,0%
Reporter,Edwin Clark University,n/a,n/a,n/a,n/a,n/a,n/a,775,9.9,0%
Reporter,Effat University,n/a,n/a,n/a,n/a,n/a,n/a,"1,070",11.6,34%
Reporter,Egerton University,n/a,n/a,n/a,n/a,n/a,n/a,"26,399",55.1,1%
Reporter,Egyptian Russian University,n/a,n/a,n/a,n/a,n/a,n/a,"6,152",13,2%
Reporter,Elizade University,n/a,n/a,n/a,n/a,n/a,n/a,"1,458",9.6,0%
Reporter,University of El Oued,n/a,n/a,n/a,n/a,n/a,n/a,"27,370",33.3,0%
Reporter,Emir Abdelkader University of Islamic Sciences,n/a,n/a,n/a,n/a,n/a,n/a,"5,538",19.6,0%
Reporter,"Institute of Engineering, Technical and Transport Communications of Turkmenistan",n/a,n/a,n/a,n/a,n/a,n/a,"2,760",14.2,1%
Reporter,Escola Superior de Enfermagem do Porto (ESEP),n/a,n/a,n/a,n/a,n/a,n/a,"1,600",9.4,0%
Reporter,Escuela Superior Politécnica de Chimborazo,n/a,n/a,n/a,n/a,n/a,n/a,"21,744",21.4,0%
Reporter,ESIC,n/a,n/a,n/a,n/a,n/a,n/a,"6,169",19.6,10%
Reporter,Eskişehir Technical University,n/a,n/a,n/a,n/a,n/a,n/a,"14,836",21.6,2%
Reporter,Universidade Estadual do Maranhão,n/a,n/a,n/a,n/a,n/a,n/a,"18,445",16,0%
Reporter,Universidade Estadual do Norte do Paraná (UENP),n/a,n/a,n/a,n/a,n/a,n/a,"5,443",7.5,0%
Reporter,European University,n/a,n/a,n/a,n/a,n/a,n/a,"1,428",1.6,73%
Reporter,European University of Armenia,n/a,n/a,n/a,n/a,n/a,n/a,"2,027",8.4,7%
Reporter,European University Cyprus,n/a,n/a,n/a,n/a,n/a,n/a,"5,978",19.5,54%
Reporter,European University of Tunis,n/a,n/a,n/a,n/a,n/a,n/a,358,3.9,15%
Reporter,"Evangel University, Akaeze",n/a,n/a,n/a,n/a,n/a,n/a,"1,123",7.7,0%
Reporter,Falmouth University,n/a,n/a,n/a,n/a,n/a,n/a,"4,660",16.6,13%
Reporter,Federal University of Kashere,n/a,n/a,n/a,n/a,n/a,n/a,"10,857",21.5,0%
Reporter,Federal University of Latin American Integration (UNILA),n/a,n/a,n/a,n/a,n/a,n/a,"5,547",16.1,32%
Reporter,Federal University of Paraí­ba (UFPB),n/a,n/a,n/a,n/a,n/a,n/a,"38,158",13.9,0%
Reporter,"Federal University of Petroleum Resources, Effurun",n/a,n/a,n/a,n/a,n/a,n/a,"6,127",40,0%
Reporter,"Federal University of Technology, Minna",n/a,n/a,n/a,n/a,n/a,n/a,"25,114",25.7,0%
Reporter,"Federal University of Technology, Owerri",n/a,n/a,n/a,n/a,n/a,n/a,"25,099",19.2,0%
Reporter,Fergana Medical Institute of Public Health,n/a,n/a,n/a,n/a,n/a,n/a,"1,804",15.8,2%
Reporter,Fergana Polytechnic Institute,n/a,n/a,n/a,n/a,n/a,n/a,"15,621",25.1,0%
Reporter,Fergana State University,n/a,n/a,n/a,n/a,n/a,n/a,"18,359",20,1%
Reporter,Finis Terrae University,n/a,n/a,n/a,n/a,n/a,n/a,"10,313",8.4,2%
Reporter,Forman Christian College,n/a,n/a,n/a,n/a,n/a,n/a,"5,340",18.3,0%
Reporter,Fountain University,n/a,n/a,n/a,n/a,n/a,n/a,"1,376",10.7,0%
Reporter,University of Franca,n/a,n/a,n/a,n/a,n/a,n/a,"47,750",107.3,0%
Reporter,Francisk Skorina Gomel State University,n/a,n/a,n/a,n/a,n/a,n/a,"6,304",11.2,11%
Reporter,Fukushima University,n/a,n/a,n/a,n/a,n/a,n/a,"3,298",8.3,2%
Reporter,Future University in Egypt,n/a,n/a,n/a,n/a,n/a,n/a,"8,471",9.9,11%
Reporter,University of Gafsa,n/a,n/a,n/a,n/a,n/a,n/a,"7,808",15.4,0%
Reporter,Gangadhar Meher University,n/a,n/a,n/a,n/a,n/a,n/a,"6,239",63,0%
Reporter,University of Garmian,n/a,n/a,n/a,n/a,n/a,n/a,"4,248",9.9,0%
Reporter,General Sir John Kotelawala Defence University,n/a,n/a,n/a,n/a,n/a,n/a,"5,405",16.7,2%
Reporter,University of Ghardaia,n/a,n/a,n/a,n/a,n/a,n/a,"15,228",29.5,0%
Reporter,Ghulam Ishaq Khan Institute of Engineering Sciences and Technology,n/a,n/a,n/a,n/a,n/a,n/a,"2,075",18.7,0%
Reporter,Glasgow School of Art,n/a,n/a,n/a,n/a,n/a,n/a,"2,260",15.6,41%
Reporter,Gomel State Medical University,n/a,n/a,n/a,n/a,n/a,n/a,"3,496",8.3,24%
Reporter,The Government Sadiq College Women University Bahawalpur,n/a,n/a,n/a,n/a,n/a,n/a,"6,055",68.8,0%
Reporter,Government College Women University Faisalabad,n/a,n/a,n/a,n/a,n/a,n/a,"14,123",56.3,0%
Reporter,"Government College Women University, Sialkot",n/a,n/a,n/a,n/a,n/a,n/a,"7,275",36,0%
Reporter,"The Graduate University for Advanced Studies, SOKENDAI",n/a,n/a,n/a,n/a,n/a,n/a,543,0.5,29%
Reporter,Graphic Era University,n/a,n/a,n/a,n/a,n/a,n/a,"7,574",13.5,5%
Reporter,Guildhall School of Music and Drama,n/a,n/a,n/a,n/a,n/a,n/a,995,5,35%
Reporter,Gulf College,n/a,n/a,n/a,n/a,n/a,n/a,"3,288",26.1,3%
Reporter,Gulf Medical University,n/a,n/a,n/a,n/a,n/a,n/a,"1,992",12.7,90%
Reporter,Gulistan State University,n/a,n/a,n/a,n/a,n/a,n/a,"10,382",27.8,0%
Reporter,University of Hafr Al Batin,n/a,n/a,n/a,n/a,n/a,n/a,"17,468",20.2,3%
Reporter,Hagoromo University of International Studies,n/a,n/a,n/a,n/a,n/a,n/a,"1,185",23.7,17%
Reporter,Hakuoh University,n/a,n/a,n/a,n/a,n/a,n/a,"5,173",44.2,1%
Reporter,Haliç University,n/a,n/a,n/a,n/a,n/a,n/a,"10,339",24.2,19%
Reporter,Häme University of Applied Sciences,n/a,n/a,n/a,n/a,n/a,n/a,"7,461",34.2,7%
Reporter,Hanseo University,n/a,n/a,n/a,n/a,n/a,n/a,"7,041",25,6%
Reporter,Harper Adams University,n/a,n/a,n/a,n/a,n/a,n/a,"2,155",13.1,10%
Reporter,Hartpury University,n/a,n/a,n/a,n/a,n/a,n/a,"1,975",18,11%
Reporter,Hawler Medical University,n/a,n/a,n/a,n/a,n/a,n/a,"4,500",7.5,1%
Reporter,University of Health Sciences Lahore,n/a,n/a,n/a,n/a,n/a,n/a,"1,089",6.4,1%
Reporter,"University of Health Sciences, Turkey",n/a,n/a,n/a,n/a,n/a,n/a,"21,163",7.5,8%
Reporter,School of Higher Commercial Studies (EHEC Algiers),n/a,n/a,n/a,n/a,n/a,n/a,"1,583",13.2,0%
Reporter,"Higher National School of Renewable Energies, Environment and Sustainable Development",n/a,n/a,n/a,n/a,n/a,n/a,453,26.6,0%
Reporter,Higher School of Management and Digital Economy (HSMDE),n/a,n/a,n/a,n/a,n/a,n/a,"1,002",16.4,0%
Reporter,Higher School of Agronomy – Mostaganem (ESAM),n/a,n/a,n/a,n/a,n/a,n/a,666,14.2,0%
Reporter,Higher School of Management – Tlemcen,n/a,n/a,n/a,n/a,n/a,n/a,801,12,0%
Reporter,University of the Highlands and Islands,n/a,n/a,n/a,n/a,n/a,n/a,"7,645",139,12%
Reporter,Hilla University College,n/a,n/a,n/a,n/a,n/a,n/a,"4,829",17.6,0%
Reporter,Hiroshima International University,n/a,n/a,n/a,n/a,n/a,n/a,"4,017",15.1,1%
Reporter,Hiroshima Shudo University,n/a,n/a,n/a,n/a,n/a,n/a,"6,253",22.2,1%
Reporter,Hiroshima Institute of Technology,n/a,n/a,n/a,n/a,n/a,n/a,"4,645",25.9,0%
Reporter,Hitotsubashi University,n/a,n/a,n/a,n/a,n/a,n/a,"5,998",16,13%
Reporter,Ho Chi Minh City Open University,n/a,n/a,n/a,n/a,n/a,n/a,"27,092",54,0%
Reporter,Hodeida University,n/a,n/a,n/a,n/a,n/a,n/a,"17,579",22,0%
Reporter,Hokkaido University of Science,n/a,n/a,n/a,n/a,n/a,n/a,"4,630",20.1,0%
Reporter,University of Home Economics Lahore,n/a,n/a,n/a,n/a,n/a,n/a,"1,143",15,0%
Reporter,Ho Technical University,n/a,n/a,n/a,n/a,n/a,n/a,"4,601",17.8,0%
Reporter,Hryhorii Skovoroda University in Pereiaslav,n/a,n/a,n/a,n/a,n/a,n/a,"4,705",13.6,0%
Reporter,University of Human Development,n/a,n/a,n/a,n/a,n/a,n/a,"2,550",20.1,3%
Reporter,Humboldt State University,n/a,n/a,n/a,n/a,n/a,n/a,"5,285",14.8,1%
Reporter,Hyogo University of Teacher Education,n/a,n/a,n/a,n/a,n/a,n/a,"1,353",10.2,2%
Reporter,Ibn Khaldoun University,n/a,n/a,n/a,n/a,n/a,n/a,"30,653",29.6,0%
Reporter,"ICFAI University, Dehradun",n/a,n/a,n/a,n/a,n/a,n/a,"2,385",25.9,0%
Reporter,IFHE Hyderabad,n/a,n/a,n/a,n/a,n/a,n/a,"7,066",19.1,0%
Reporter,Ilma University,n/a,n/a,n/a,n/a,n/a,n/a,"4,420",21.1,0%
Reporter,Imam Al-Kadhum College (IKC),n/a,n/a,n/a,n/a,n/a,n/a,"9,197",44.2,0%
Reporter,IMT Mines Alès,n/a,n/a,n/a,n/a,n/a,n/a,"1,324",11.9,13%
Reporter,"Independent University, Bangladesh",n/a,n/a,n/a,n/a,n/a,n/a,"10,686",31.6,0%
Reporter,Indira Gandhi Delhi Technical University for Women,n/a,n/a,n/a,n/a,n/a,n/a,"2,639",34.7,0%
Reporter,Information Technology University of the Punjab,n/a,n/a,n/a,n/a,n/a,n/a,"1,220",14.4,0%
Reporter,Innopolis University,n/a,n/a,n/a,n/a,n/a,n/a,893,17.1,33%
Reporter,Institute of Cancer Research,n/a,n/a,n/a,n/a,n/a,n/a,210,2.8,36%
Reporter,Universidad Internacional del Ecuador,n/a,n/a,n/a,n/a,n/a,n/a,"7,895",25.8,2%
Reporter,International American University,n/a,n/a,n/a,n/a,n/a,n/a,502,14.8,96%
Reporter,International Christian University,n/a,n/a,n/a,n/a,n/a,n/a,"2,823",12.1,13%
Reporter,International Engineering and Technology University (METU),n/a,n/a,n/a,n/a,n/a,n/a,"3,040",32.7,1%
Reporter,International University for the Humanities and Development,n/a,n/a,n/a,n/a,n/a,n/a,"1,784",17.7,0%
Reporter,International IT University,n/a,n/a,n/a,n/a,n/a,n/a,"5,656",14.9,1%
Reporter,International University of Rabat,n/a,n/a,n/a,n/a,n/a,n/a,"6,413",31.3,4%
Reporter,Institute of International Relations of the Ministry of Foreign Affairs of Turkmenistan,n/a,n/a,n/a,n/a,n/a,n/a,552,9.2,0%
Reporter,Inter-State School of Veterinary Sciences and Medicine,n/a,n/a,n/a,n/a,n/a,n/a,469,17.4,69%
Reporter,Ionian University,n/a,n/a,n/a,n/a,n/a,n/a,"8,507",40.7,2%
Reporter,Ion Mincu University of Architecture and Urbanism,n/a,n/a,n/a,n/a,n/a,n/a,"3,273",13,4%
Reporter,Iqra University,n/a,n/a,n/a,n/a,n/a,n/a,"9,569",13.6,1%
Reporter,The Islamic University,n/a,n/a,n/a,n/a,n/a,n/a,"5,023",10.2,1%
Reporter,Islamic University of Gaza,n/a,n/a,n/a,n/a,n/a,n/a,"17,102",45,1%
Reporter,Islamic University of Madinah,n/a,n/a,n/a,n/a,n/a,n/a,"10,104",8.4,70%
Reporter,Universitas Islam Sultan Agung,n/a,n/a,n/a,n/a,n/a,n/a,"17,824",14.3,0%
Reporter,Isra University,n/a,n/a,n/a,n/a,n/a,n/a,"4,864",19.6,18%
Reporter,Israel Technological University,n/a,n/a,n/a,n/a,n/a,n/a,"3,282",37.7,1%
Reporter,Istanbul Arel University,n/a,n/a,n/a,n/a,n/a,n/a,"5,005",21.3,10%
Reporter,Istanbul Gelişim University,n/a,n/a,n/a,n/a,n/a,n/a,"34,637",39,13%
Reporter,Istanbul Kültür University,n/a,n/a,n/a,n/a,n/a,n/a,"12,495",26,11%
Reporter,Istanbul Okan University,n/a,n/a,n/a,n/a,n/a,n/a,"8,563",15.3,14%
Reporter,IUBAT – International University of Business Agriculture and Technology,n/a,n/a,n/a,n/a,n/a,n/a,"5,115",18.1,1%
Reporter,Universita IULM,n/a,n/a,n/a,n/a,n/a,n/a,"8,109",18.9,6%
Reporter,Ivano Frankivsk National Technical University of Oil and Gas,n/a,n/a,n/a,n/a,n/a,n/a,"8,489",17.3,3%
Reporter,Jabir ibn Hayyan Medical University,n/a,n/a,n/a,n/a,n/a,n/a,"1,728",15.3,0%
Reporter,Jadara University,n/a,n/a,n/a,n/a,n/a,n/a,"5,258",19.8,17%
Reporter,Japan Advanced Institute of Science and Technology (JAIST),n/a,n/a,n/a,n/a,n/a,n/a,"1,190",7.3,41%
Reporter,Japan University of Economics,n/a,n/a,n/a,n/a,n/a,n/a,"5,420",27.9,56%
Reporter,Jashore University of Science and Technology,n/a,n/a,n/a,n/a,n/a,n/a,"3,815",13.2,0%
Reporter,University of Jendouba,n/a,n/a,n/a,n/a,n/a,n/a,"10,328",16.6,1%
Reporter,Jizzakh Polytechnic Institute,n/a,n/a,n/a,n/a,n/a,n/a,"10,399",18.5,0%
Reporter,Jizzakh State Pedagogical University,n/a,n/a,n/a,n/a,n/a,n/a,"17,881",27.5,0%
Reporter,John von Neumann University,n/a,n/a,n/a,n/a,n/a,n/a,"3,210",13.8,0%
Reporter,Kabarak University,n/a,n/a,n/a,n/a,n/a,n/a,"8,592",40,0%
Reporter,Kabardino-Balkarian State University,n/a,n/a,n/a,n/a,n/a,n/a,"11,201",19.7,14%
Reporter,University of Kabianga,n/a,n/a,n/a,n/a,n/a,n/a,"8,060",39.1,0%
Reporter,Kadir Has University,n/a,n/a,n/a,n/a,n/a,n/a,"4,840",24,4%
Reporter,Kamianets-Podіlskyi Ivan Ohiienko National University,n/a,n/a,n/a,n/a,n/a,n/a,"2,790",7.6,0%
Reporter,Karaganda Buketov University,n/a,n/a,n/a,n/a,n/a,n/a,"13,360",9.1,7%
Reporter,Karaganda University of Kazpotrebsoyuz,n/a,n/a,n/a,n/a,n/a,n/a,"4,904",13.6,1%
Reporter,Karakalpak State University,n/a,n/a,n/a,n/a,n/a,n/a,"28,389",28.7,2%
Reporter,Karshi Engineering Economics Institute,n/a,n/a,n/a,n/a,n/a,n/a,"11,421",26.3,0%
Reporter,Kazakh-British Technical University,n/a,n/a,n/a,n/a,n/a,n/a,"5,178",27.6,2%
Reporter,Kazakh National Pedagogical University Abai,n/a,n/a,n/a,n/a,n/a,n/a,"16,862",16.1,3%
Reporter,Kazakh National Women’s Teacher Training University,n/a,n/a,n/a,n/a,n/a,n/a,"6,154",18.6,2%
Reporter,Kazakhstan Medical University KSPH,n/a,n/a,n/a,n/a,n/a,n/a,138,2.9,0%
Reporter,Kazan State Power Engineering University,n/a,n/a,n/a,n/a,n/a,n/a,"9,290",24.1,3%
Reporter,Keisen University,n/a,n/a,n/a,n/a,n/a,n/a,"1,064",26,5%
Reporter,Kharkiv University of Humanities “People’s Ukrainian Academy”,n/a,n/a,n/a,n/a,n/a,n/a,435,7.4,0%
Reporter,Kharkiv National Automobile and Highway University,n/a,n/a,n/a,n/a,n/a,n/a,"5,083",14.6,10%
Reporter,Kharkiv National University of Internal Affairs,n/a,n/a,n/a,n/a,n/a,n/a,"8,692",13.8,4%
Reporter,Khazar University,n/a,n/a,n/a,n/a,n/a,n/a,"2,917",12.3,6%
Reporter,Khulna University of Engineering and Technology (KUET),n/a,n/a,n/a,n/a,n/a,n/a,"6,170",15.5,0%
Reporter,Khwaja Fareed University of Engineering and Information Technology,n/a,n/a,n/a,n/a,n/a,n/a,"9,872",20.2,0%
Reporter,Khyber Medical University,n/a,n/a,n/a,n/a,n/a,n/a,"5,283",15.4,3%
Reporter,Kimyo International University in Tashkent,n/a,n/a,n/a,n/a,n/a,n/a,"8,057",17.3,13%
Reporter,King Abdullah University of Science and Technology (KAUST),n/a,n/a,n/a,n/a,n/a,n/a,"1,316",8,67%
Reporter,King Danylo University,n/a,n/a,n/a,n/a,n/a,n/a,"1,487",9.1,0%
Reporter,King Edward Medical University,n/a,n/a,n/a,n/a,n/a,n/a,"3,211",13.7,2%
Reporter,Kinnaird College for Women,n/a,n/a,n/a,n/a,n/a,n/a,"3,766",18.3,0%
Reporter,University of Kirkuk,n/a,n/a,n/a,n/a,n/a,n/a,"17,513",23.7,0%
Reporter,Kitami Institute of Technology,n/a,n/a,n/a,n/a,n/a,n/a,"1,977",14.6,5%
Reporter,KLE Technological University,n/a,n/a,n/a,n/a,n/a,n/a,"5,818",16,0%
Reporter,Knowledge University,n/a,n/a,n/a,n/a,n/a,n/a,"2,130",16.4,1%
Reporter,Kobe Gakuin University,n/a,n/a,n/a,n/a,n/a,n/a,"11,485",34.7,3%
Reporter,Kocaeli Health and Technology University,n/a,n/a,n/a,n/a,n/a,n/a,"1,747",16.2,8%
Reporter,Kohsar University Murree,n/a,n/a,n/a,n/a,n/a,n/a,760,24.5,0%
Reporter,Kokshetau State University,n/a,n/a,n/a,n/a,n/a,n/a,"7,384",9.1,5%
Reporter,Kokugakuin University,n/a,n/a,n/a,n/a,n/a,n/a,"10,050",40,1%
Reporter,Konan University,n/a,n/a,n/a,n/a,n/a,n/a,"8,714",23.3,1%
Reporter,Konan Women’s University,n/a,n/a,n/a,n/a,n/a,n/a,"4,388",23.7,1%
Reporter,Koya University,n/a,n/a,n/a,n/a,n/a,n/a,"4,536",9.3,1%
Reporter,KPR Institute of Engineering and Technology,n/a,n/a,n/a,n/a,n/a,n/a,"3,318",12.2,0%
Reporter,Kumasi Technical University,n/a,n/a,n/a,n/a,n/a,n/a,"12,063",41,0%
Reporter,Kursk State Medical University,n/a,n/a,n/a,n/a,n/a,n/a,"6,857",12.1,31%
Reporter,Kütahya Health Sciences University,n/a,n/a,n/a,n/a,n/a,n/a,"4,583",9.6,1%
Reporter,Kutaisi University,n/a,n/a,n/a,n/a,n/a,n/a,138,0.4,1%
Reporter,Kuwait College of Science and Technology (KCST),n/a,n/a,n/a,n/a,n/a,n/a,"1,339",25.3,4%
Reporter,Kyiv National Economic University,n/a,n/a,n/a,n/a,n/a,n/a,"11,210",11.2,1%
Reporter,Kyoai Gakuen University,n/a,n/a,n/a,n/a,n/a,n/a,"1,141",20.4,2%
Reporter,Kyoto Koka Women’s University,n/a,n/a,n/a,n/a,n/a,n/a,"1,937",18.3,%
Reporter,Kyoto Notre Dame University,n/a,n/a,n/a,n/a,n/a,n/a,"1,337",8.5,4%
Reporter,Kyrgyz-Turkish Manas University,n/a,n/a,n/a,n/a,n/a,n/a,"5,768",15,11%
Reporter,K. Zhubanov Aktobe Regional University,n/a,n/a,n/a,n/a,n/a,n/a,"14,225",21.4,2%
Reporter,Lahore Leads University,n/a,n/a,n/a,n/a,n/a,n/a,"2,656",15.3,0%
Reporter,Landmark University,n/a,n/a,n/a,n/a,n/a,n/a,"3,239",12.9,0%
Reporter,Larbi Tebessi University,n/a,n/a,n/a,n/a,n/a,n/a,"18,528",21.6,0%
Reporter,La Salle University,n/a,n/a,n/a,n/a,n/a,n/a,"9,094",18.9,1%
Reporter,University of Las Américas (UDLA),n/a,n/a,n/a,n/a,n/a,n/a,"13,935",13.7,2%
Reporter,Leeds Arts University,n/a,n/a,n/a,n/a,n/a,n/a,"2,225",15.9,12%
Reporter,Leeds Conservatoire,n/a,n/a,n/a,n/a,n/a,n/a,"1,460",20.9,11%
Reporter,Leeds Trinity University,n/a,n/a,n/a,n/a,n/a,n/a,"3,790",23.7,9%
